CodeValue,ValueLabel,file,year
D,Do not know,IC2022_AY,2022
G,Data generated from other data values,IC2022_AY,2022
H,Value not derived - data not usable,IC2022_AY,2022
J,Logical imputation,IC2022_AY,2022
K,Ratio adjustment,IC2022_AY,2022
L,Imputed using the Group Median procedure,IC2022_AY,2022
N,Imputed using Nearest Neighbor procedure,IC2022_AY,2022
P,Imputed using Carry Forward procedure,IC2022_AY,2022
R,Reported,IC2022_AY,2022
Y,Particular Doctor's professional practice field not applicable,IC2022_AY,2022
Z,Implied zero;,IC2022_AY,2022
A,Not applicable,IC2022_PY,2022
B,Institution left item blank,IC2022_PY,2022
C,Analyst corrected reported value,IC2022_PY,2022
D,Do not know,IC2022_PY,2022
G,Data generated from other data values,IC2022_PY,2022
H,Value not derived - data not usable,IC2022_PY,2022
J,Logical imputation,IC2022_PY,2022
K,Ratio adjustment,IC2022_PY,2022
L,Imputed using the Group Median procedure,IC2022_PY,2022
N,Imputed using Nearest Neighbor procedure,IC2022_PY,2022
P,Imputed using Carry Forward procedure,IC2022_PY,2022
R,Reported,IC2022_PY,2022
Z,Implied zero;,IC2022_PY,2022
A,Not applicable,OM2022,2022
B,Institution left item blank,OM2022,2022
C,Analyst corrected reported value,OM2022,2022
D,Do not know,OM2022,2022
G,Data generated from other data values,OM2022,2022
H,Value not derived - data not usable,OM2022,2022
J,Logical imputation,OM2022,2022
K,Ratio adjustment,OM2022,2022
L,Imputed using the Group Median procedure,OM2022,2022
N,Imputed using Nearest Neighbor procedure,OM2022,2022
P,Imputed using Carry Forward procedure,OM2022,2022
R,Reported,OM2022,2022
Z,Implied zero;,OM2022,2022
A,Not applicable,S2022_NH,2022
B,Institution left item blank,S2022_NH,2022
C,Analyst corrected reported value,S2022_NH,2022
D,Do not know,S2022_NH,2022
G,Data generated from other data values,S2022_NH,2022
H,Value not derived - data not usable,S2022_NH,2022
J,Logical imputation,S2022_NH,2022
K,Ratio adjustment,S2022_NH,2022
L,Imputed using the Group Median procedure,S2022_NH,2022
N,Imputed using Nearest Neighbor procedure,S2022_NH,2022
P,Imputed using Carry Forward procedure,S2022_NH,2022
R,Reported,S2022_NH,2022
Z,Implied zero;,S2022_NH,2022
A,Not applicable,S2022_OC,2022
B,Institution left item blank,S2022_OC,2022
C,Analyst corrected reported value,S2022_OC,2022
D,Do not know,S2022_OC,2022
G,Data generated from other data values,S2022_OC,2022
H,Value not derived - data not usable,S2022_OC,2022
J,Logical imputation,S2022_OC,2022
K,Ratio adjustment,S2022_OC,2022
L,Imputed using the Group Median procedure,S2022_OC,2022
N,Imputed using Nearest Neighbor procedure,S2022_OC,2022
P,Imputed using Carry Forward procedure,S2022_OC,2022
R,Reported,S2022_OC,2022
Z,Implied zero;,S2022_OC,2022
A,Not applicable,S2022_SIS,2022
B,Institution left item blank,S2022_SIS,2022
C,Analyst corrected reported value,S2022_SIS,2022
D,Do not know,S2022_SIS,2022
G,Data generated from other data values,S2022_SIS,2022
H,Value not derived - data not usable,S2022_SIS,2022
J,Logical imputation,S2022_SIS,2022
K,Ratio adjustment,S2022_SIS,2022
L,Imputed using the Group Median procedure,S2022_SIS,2022
N,Imputed using Nearest Neighbor procedure,S2022_SIS,2022
P,Imputed using Carry Forward procedure,S2022_SIS,2022
R,Reported,S2022_SIS,2022
Z,Implied zero;,S2022_SIS,2022
A,Not applicable,SAL2022_IS,2022
B,Institution left item blank,SAL2022_IS,2022
C,Analyst corrected reported value,SAL2022_IS,2022
D,Do not know,SAL2022_IS,2022
G,Data generated from other data values,SAL2022_IS,2022
H,Value not derived - data not usable,SAL2022_IS,2022
J,Logical imputation,SAL2022_IS,2022
K,Ratio adjustment,SAL2022_IS,2022
L,Imputed using the Group Median procedure,SAL2022_IS,2022
N,Imputed using Nearest Neighbor procedure,SAL2022_IS,2022
P,Imputed using Carry Forward procedure,SAL2022_IS,2022
R,Reported,SAL2022_IS,2022
Z,Implied zero;,SAL2022_IS,2022
A,Not applicable,SAL2022_NIS,2022
B,Institution left item blank,SAL2022_NIS,2022
C,Analyst corrected reported value,SAL2022_NIS,2022
D,Do not know,SAL2022_NIS,2022
G,Data generated from other data values,SAL2022_NIS,2022
H,Value not derived - data not usable,SAL2022_NIS,2022
J,Logical imputation,SAL2022_NIS,2022
K,Ratio adjustment,SAL2022_NIS,2022
L,Imputed using the Group Median procedure,SAL2022_NIS,2022
N,Imputed using Nearest Neighbor procedure,SAL2022_NIS,2022
P,Imputed using Carry Forward procedure,SAL2022_NIS,2022
R,Reported,SAL2022_NIS,2022
Z,Implied zero;,SAL2022_NIS,2022
A,Not applicable,SFA2122,2022
B,Institution left item blank,SFA2122,2022
C,Analyst corrected reported value,SFA2122,2022
D,Do not know,SFA2122,2022
G,Data generated from other data values,SFA2122,2022
H,Value not derived - data not usable,SFA2122,2022
J,Logical imputation,SFA2122,2022
K,Ratio adjustment,SFA2122,2022
L,Imputed using the Group Median procedure,SFA2122,2022
N,Imputed using Nearest Neighbor procedure,SFA2122,2022
P,Imputed using Carry Forward procedure,SFA2122,2022
R,Reported,SFA2122,2022
Z,Implied zero;,SFA2122,2022
A,Not applicable,SFA2122,2022
B,Institution left item blank,SFA2122,2022
C,Analyst corrected reported value,SFA2122,2022
D,Do not know,SFA2122,2022
G,Data generated from other data values,SFA2122,2022
H,Value not derived - data not usable,SFA2122,2022
J,Logical imputation,SFA2122,2022
K,Ratio adjustment,SFA2122,2022
L,Imputed using the Group Median procedure,SFA2122,2022
N,Imputed using Nearest Neighbor procedure,SFA2122,2022
P,Imputed using Carry Forward procedure,SFA2122,2022
R,Reported,SFA2122,2022
Z,Implied zero;,SFA2122,2022
A,Not applicable,SFAV2122,2022
B,Institution left item blank,SFAV2122,2022
C,Analyst corrected reported value,SFAV2122,2022
D,Do not know,SFAV2122,2022
G,Data generated from other data values,SFAV2122,2022
H,Value not derived - data not usable,SFAV2122,2022
J,Logical imputation,SFAV2122,2022
K,Ratio adjustment,SFAV2122,2022
L,Imputed using the Group Median procedure,SFAV2122,2022
N,Imputed using Nearest Neighbor procedure,SFAV2122,2022
P,Imputed using Carry Forward procedure,SFAV2122,2022
R,Reported,SFAV2122,2022
Z,Implied zero;,SFAV2122,2022
A,Not applicable,SFAV2122,2022
B,Institution left item blank,SFAV2122,2022
C,Analyst corrected reported value,SFAV2122,2022
D,Do not know,SFAV2122,2022
G,Data generated from other data values,SFAV2122,2022
H,Value not derived - data not usable,SFAV2122,2022
J,Logical imputation,SFAV2122,2022
K,Ratio adjustment,SFAV2122,2022
L,Imputed using the Group Median procedure,SFAV2122,2022
N,Imputed using Nearest Neighbor procedure,SFAV2122,2022
P,Imputed using Carry Forward procedure,SFAV2122,2022
R,Reported,SFAV2122,2022
Z,Implied zero;,SFAV2122,2022
A,Not applicable,ADM2023,2023
B,Institution left item blank,ADM2023,2023
C,Analyst corrected reported value,ADM2023,2023
D,Do not know,ADM2023,2023
G,Data generated from other data values,ADM2023,2023
H,Value not derived - data not usable,ADM2023,2023
J,Logical imputation,ADM2023,2023
K,Ratio adjustment,ADM2023,2023
L,Imputed using the Group Median procedure,ADM2023,2023
N,Imputed using Nearest Neighbor procedure,ADM2023,2023
P,Imputed using Carry Forward procedure,ADM2023,2023
R,Reported,ADM2023,2023
Z,Implied zero;,ADM2023,2023
A,Not applicable,AL2023,2023
B,Institution left item blank,AL2023,2023
C,Analyst corrected reported value,AL2023,2023
D,Do not know,AL2023,2023
G,Data generated from other data values,AL2023,2023
H,Value not derived - data not usable,AL2023,2023
J,Logical imputation,AL2023,2023
K,Ratio adjustment,AL2023,2023
L,Imputed using the Group Median procedure,AL2023,2023
N,Imputed using Nearest Neighbor procedure,AL2023,2023
P,Imputed using Carry Forward procedure,AL2023,2023
R,Reported,AL2023,2023
Z,Implied zero;,AL2023,2023
A,Not applicable,C2023_A,2023
B,Institution left item blank,C2023_A,2023
C,Analyst corrected reported value,C2023_A,2023
D,Do not know,C2023_A,2023
G,Data generated from other data values,C2023_A,2023
H,Value not derived - data not usable,C2023_A,2023
J,Logical imputation,C2023_A,2023
K,Ratio adjustment,C2023_A,2023
L,Imputed using the Group Median procedure,C2023_A,2023
N,Imputed using Nearest Neighbor procedure,C2023_A,2023
P,Imputed using Carry Forward procedure,C2023_A,2023
R,Reported,C2023_A,2023
Z,Implied zero;,C2023_A,2023
A,Not applicable,C2023_C,2023
B,Institution left item blank,C2023_C,2023
C,Analyst corrected reported value,C2023_C,2023
D,Do not know,C2023_C,2023
G,Data generated from other data values,C2023_C,2023
H,Value not derived - data not usable,C2023_C,2023
J,Logical imputation,C2023_C,2023
K,Ratio adjustment,C2023_C,2023
L,Imputed using the Group Median procedure,C2023_C,2023
N,Imputed using Nearest Neighbor procedure,C2023_C,2023
P,Imputed using Carry Forward procedure,C2023_C,2023
R,Reported,C2023_C,2023
Z,Implied zero;,C2023_C,2023
A,Not applicable,EAP2023,2023
B,Institution left item blank,EAP2023,2023
C,Analyst corrected reported value,EAP2023,2023
D,Do not know,EAP2023,2023
G,Data generated from other data values,EAP2023,2023
H,Value not derived - data not usable,EAP2023,2023
J,Logical imputation,EAP2023,2023
K,Ratio adjustment,EAP2023,2023
L,Imputed using the Group Median procedure,EAP2023,2023
N,Imputed using Nearest Neighbor procedure,EAP2023,2023
P,Imputed using Carry Forward procedure,EAP2023,2023
R,Reported,EAP2023,2023
Z,Implied zero;,EAP2023,2023
A,Not applicable,EF2023A,2023
B,Institution left item blank,EF2023A,2023
C,Analyst corrected reported value,EF2023A,2023
D,Do not know,EF2023A,2023
G,Data generated from other data values,EF2023A,2023
H,Value not derived - data not usable,EF2023A,2023
J,Logical imputation,EF2023A,2023
K,Ratio adjustment,EF2023A,2023
L,Imputed using the Group Median procedure,EF2023A,2023
N,Imputed using Nearest Neighbor procedure,EF2023A,2023
P,Imputed using Carry Forward procedure,EF2023A,2023
R,Reported,EF2023A,2023
S,Data suppressed - reported value less than 5,EF2023A,2023
Z,Implied zero;,EF2023A,2023
A,Not applicable,EF2023B,2023
B,Institution left item blank,EF2023B,2023
C,Analyst corrected reported value,EF2023B,2023
D,Do not know,EF2023B,2023
G,Data generated from other data values,EF2023B,2023
H,Value not derived - data not usable,EF2023B,2023
J,Logical imputation,EF2023B,2023
K,Ratio adjustment,EF2023B,2023
L,Imputed using the Group Median procedure,EF2023B,2023
N,Imputed using Nearest Neighbor procedure,EF2023B,2023
P,Imputed using Carry Forward procedure,EF2023B,2023
R,Reported,EF2023B,2023
Z,Implied zero;,EF2023B,2023
A,Not applicable,EF2023C,2023
B,Institution left item blank,EF2023C,2023
C,Analyst corrected reported value,EF2023C,2023
D,Do not know,EF2023C,2023
G,Data generated from other data values,EF2023C,2023
H,Value not derived - data not usable,EF2023C,2023
J,Logical imputation,EF2023C,2023
K,Ratio adjustment,EF2023C,2023
L,Imputed using the Group Median procedure,EF2023C,2023
N,Imputed using Nearest Neighbor procedure,EF2023C,2023
P,Imputed using Carry Forward procedure,EF2023C,2023
R,Reported,EF2023C,2023
Z,Implied zero;,EF2023C,2023
A,Not applicable,EF2023D,2023
B,Institution left item blank,EF2023D,2023
C,Analyst corrected reported value,EF2023D,2023
D,Do not know,EF2023D,2023
G,Data generated from other data values,EF2023D,2023
H,Value not derived - data not usable,EF2023D,2023
J,Logical imputation,EF2023D,2023
K,Ratio adjustment,EF2023D,2023
L,Imputed using the Group Median procedure,EF2023D,2023
N,Imputed using Nearest Neighbor procedure,EF2023D,2023
P,Imputed using Carry Forward procedure,EF2023D,2023
R,Reported,EF2023D,2023
Z,Implied zero;,EF2023D,2023
A,Not applicable,EFFY2023,2023
B,Institution left item blank,EFFY2023,2023
C,Analyst corrected reported value,EFFY2023,2023
D,Do not know,EFFY2023,2023
G,Data generated from other data values,EFFY2023,2023
H,Value not derived - data not usable,EFFY2023,2023
J,Logical imputation,EFFY2023,2023
K,Ratio adjustment,EFFY2023,2023
L,Imputed using the Group Median procedure,EFFY2023,2023
N,Imputed using Nearest Neighbor procedure,EFFY2023,2023
P,Imputed using Carry Forward procedure,EFFY2023,2023
R,Reported,EFFY2023,2023
S,Suppressed - reported value less than 5,EFFY2023,2023
Z,Implied zero;,EFFY2023,2023
A,Not applicable,EFFY2023_DIST,2023
B,Institution left item blank,EFFY2023_DIST,2023
C,Analyst corrected reported value,EFFY2023_DIST,2023
D,Do not know,EFFY2023_DIST,2023
G,Data generated from other data values,EFFY2023_DIST,2023
H,Value not derived - data not usable,EFFY2023_DIST,2023
J,Logical imputation,EFFY2023_DIST,2023
K,Ratio adjustment,EFFY2023_DIST,2023
L,Imputed using the Group Median procedure,EFFY2023_DIST,2023
N,Imputed using Nearest Neighbor procedure,EFFY2023_DIST,2023
P,Imputed using Carry Forward procedure,EFFY2023_DIST,2023
R,Reported,EFFY2023_DIST,2023
Z,Implied zero;,EFFY2023_DIST,2023
A,Not applicable,EFFY2023_HS,2023
B,Institution left item blank,EFFY2023_HS,2023
C,Analyst corrected reported value,EFFY2023_HS,2023
D,Do not know,EFFY2023_HS,2023
G,Data generated from other data values,EFFY2023_HS,2023
H,Value not derived - data not usable,EFFY2023_HS,2023
J,Logical imputation,EFFY2023_HS,2023
K,Ratio adjustment,EFFY2023_HS,2023
L,Imputed using the Group Median procedure,EFFY2023_HS,2023
N,Imputed using Nearest Neighbor procedure,EFFY2023_HS,2023
P,Imputed using Carry Forward procedure,EFFY2023_HS,2023
R,Reported,EFFY2023_HS,2023
Z,Implied zero;,EFFY2023_HS,2023
A,Not applicable,EFIA2023,2023
B,Institution left item blank,EFIA2023,2023
C,Analyst corrected reported value,EFIA2023,2023
D,Do not know,EFIA2023,2023
G,Data generated from other data values,EFIA2023,2023
H,Value not derived - data not usable,EFIA2023,2023
J,Logical imputation,EFIA2023,2023
K,Ratio adjustment,EFIA2023,2023
L,Imputed using the Group Median procedure,EFIA2023,2023
N,Imputed using Nearest Neighbor procedure,EFIA2023,2023
P,Imputed using Carry Forward procedure,EFIA2023,2023
R,Reported,EFIA2023,2023
Z,Implied zero;,EFIA2023,2023
A,Not applicable,F2223_F1A,2023
B,Institution left item blank,F2223_F1A,2023
C,Analyst corrected reported value,F2223_F1A,2023
D,Do not know,F2223_F1A,2023
G,Data generated from other data values,F2223_F1A,2023
H,Value not derived - data not usable,F2223_F1A,2023
J,Logical imputation,F2223_F1A,2023
K,Ratio adjustment,F2223_F1A,2023
L,Imputed using the Group Median procedure,F2223_F1A,2023
N,Imputed using Nearest Neighbor procedure,F2223_F1A,2023
P,Imputed using Carry Forward procedure,F2223_F1A,2023
R,Reported,F2223_F1A,2023
Z,Implied zero;,F2223_F1A,2023
A,Not applicable,F2223_F2,2023
B,Institution left item blank,F2223_F2,2023
C,Analyst corrected reported value,F2223_F2,2023
D,Do not know,F2223_F2,2023
G,Data generated from other data values,F2223_F2,2023
H,Value not derived - data not usable,F2223_F2,2023
J,Logical imputation,F2223_F2,2023
K,Ratio adjustment,F2223_F2,2023
L,Imputed using the Group Median procedure,F2223_F2,2023
N,Imputed using Nearest Neighbor procedure,F2223_F2,2023
P,Imputed using Carry Forward procedure,F2223_F2,2023
R,Reported,F2223_F2,2023
Z,Implied zero;,F2223_F2,2023
A,Not applicable,F2223_F3,2023
B,Institution left item blank,F2223_F3,2023
C,Analyst corrected reported value,F2223_F3,2023
D,Do not know,F2223_F3,2023
G,Data generated from other data values,F2223_F3,2023
H,Value not derived - data not usable,F2223_F3,2023
J,Logical imputation,F2223_F3,2023
K,Ratio adjustment,F2223_F3,2023
L,Imputed using the Group Median procedure,F2223_F3,2023
N,Imputed using Nearest Neighbor procedure,F2223_F3,2023
P,Imputed using Carry Forward procedure,F2223_F3,2023
R,Reported,F2223_F3,2023
Z,Implied zero;,F2223_F3,2023
A,Not applicable,F2223_F1A,2023
B,Institution left item blank,F2223_F1A,2023
C,Analyst corrected reported value,F2223_F1A,2023
D,Do not know,F2223_F1A,2023
G,Data generated from other data values,F2223_F1A,2023
H,Value not derived - data not usable,F2223_F1A,2023
J,Logical imputation,F2223_F1A,2023
K,Ratio adjustment,F2223_F1A,2023
L,Imputed using the Group Median procedure,F2223_F1A,2023
N,Imputed using Nearest Neighbor procedure,F2223_F1A,2023
P,Imputed using Carry Forward procedure,F2223_F1A,2023
R,Reported,F2223_F1A,2023
Z,Implied zero;,F2223_F1A,2023
A,Not applicable,F2223_F2,2023
B,Institution left item blank,F2223_F2,2023
C,Analyst corrected reported value,F2223_F2,2023
D,Do not know,F2223_F2,2023
G,Data generated from other data values,F2223_F2,2023
H,Value not derived - data not usable,F2223_F2,2023
J,Logical imputation,F2223_F2,2023
K,Ratio adjustment,F2223_F2,2023
L,Imputed using the Group Median procedure,F2223_F2,2023
N,Imputed using Nearest Neighbor procedure,F2223_F2,2023
P,Imputed using Carry Forward procedure,F2223_F2,2023
R,Reported,F2223_F2,2023
Z,Implied zero;,F2223_F2,2023
A,Not applicable,F2223_F3,2023
B,Institution left item blank,F2223_F3,2023
C,Analyst corrected reported value,F2223_F3,2023
D,Do not know,F2223_F3,2023
G,Data generated from other data values,F2223_F3,2023
H,Value not derived - data not usable,F2223_F3,2023
J,Logical imputation,F2223_F3,2023
K,Ratio adjustment,F2223_F3,2023
L,Imputed using the Group Median procedure,F2223_F3,2023
N,Imputed using Nearest Neighbor procedure,F2223_F3,2023
P,Imputed using Carry Forward procedure,F2223_F3,2023
R,Reported,F2223_F3,2023
Z,Implied zero;,F2223_F3,2023
A,Not applicable,GR200_23,2023
B,Institution left item blank,GR200_23,2023
C,Analyst corrected reported value,GR200_23,2023
D,Do not know,GR200_23,2023
G,Data generated from other data values,GR200_23,2023
H,Value not derived - data not usable,GR200_23,2023
J,Logical imputation,GR200_23,2023
K,Ratio adjustment,GR200_23,2023
L,Imputed using the Group Median procedure,GR200_23,2023
N,Imputed using Nearest Neighbor procedure,GR200_23,2023
P,Imputed using Carry Forward procedure,GR200_23,2023
R,Reported,GR200_23,2023
Z,Implied zero;,GR200_23,2023
A,Not applicable,GR2023_L2,2023
